InvoiceNo,InvoiceValue,TotalQuantity,NumItems,ValueBin
578019,142.93,55,40,£100-200
578020,418.03,206,31,£200-500
578021,30.349999999999998,9,9,<£50
578022,270.45,85,62,£200-500
578023,30.0,24,1,<£50
578025,309.36,548,15,£200-500
578026,599.78,177,33,£500-1K
578027,699.1,706,37,£500-1K
578028,55.81,27,17,£50-100
578029,860.6999999999999,285,24,£500-1K
578030,662.66,254,20,£500-1K
578031,376.2,80,18,£200-500
578032,647.94,261,40,£500-1K
578035,284.04,396,6,£200-500
578036,351.9,226,78,£200-500
578037,9.5,30,5,<£50
578038,346.14,186,9,£200-500
578040,199.48000000000002,117,25,£100-200
578041,1436.91,777,184,>£1K
578042,510.0,6,1,£500-1K
578044,722.14,394,28,£500-1K
578045,131.78,67,51,£100-200
578053,330.55,307,20,£200-500
578055,320.46,430,13,£200-500
578056,334.9,194,12,£200-500
578057,164.23,129,28,£100-200
578058,95.34,128,8,£50-100
578059,222.84,140,8,£200-500
578060,976.0,3200,3,£500-1K
578063,235.96,132,14,£200-500
578064,104.0,50,1,£100-200
578065,4381.48,1378,494,>£1K
578066,40.14,36,9,<£50
578067,3826.2799999999997,1085,486,>£1K
578068,695.19,329,119,£500-1K
578069,351.95,327,16,£200-500
578070,16.5,10,1,<£50
578071,272.36,128,6,£200-500
578072,667.84,631,77,£500-1K
578074,808.91,479,128,£500-1K
578075,118.78999999999999,63,24,£100-200
578079,466.18,198,23,£200-500
578080,243.55,99,15,£200-500
578081,958.2,240,10,£500-1K
578085,294.88,189,12,£200-500
578086,356.02,194,16,£200-500
578087,150.55,87,13,£100-200
578088,874.25,658,106,£500-1K
578091,82.91,49,4,£50-100
578092,314.77,393,18,£200-500
578094,184.4,64,23,£100-200
578096,83.96000000000001,32,2,£50-100
578098,79.48,53,26,£50-100
578100,368.14,236,18,£200-500
578101,105.0,60,3,£100-200
578102,409.0,126,12,£200-500
578103,254.12,156,9,£200-500
578104,308.46,90,15,£200-500
578106,312.5,174,6,£200-500
578107,127.68,116,7,£100-200
578109,311.66,261,21,£200-500
578111,164.28,98,5,£100-200
578112,30.0,24,1,<£50
578113,92.4,168,4,£50-100
578114,194.41,107,12,£100-200
578115,115.9,146,8,£100-200
578116,314.81,285,7,£200-500
578117,223.5,134,14,£200-500
578118,842.02,620,29,£500-1K
578119,72.0,32,4,£50-100
578120,381.2,252,21,£200-500
578121,400.4,247,21,£200-500
578125,3956.6800000000003,3806,45,>£1K
578126,8.95,101,2,<£50
578127,472.6,268,6,£200-500
578128,269.52,156,8,£200-500
578129,102.84,154,9,£100-200
578130,104.2,28,4,£100-200
578133,243.8,78,10,£200-500
578146,339.4,123,49,£200-500
578147,193.51,136,47,£100-200
578149,8124.25,1008,282,>£1K
578150,16.5,10,1,<£50
578151,315.71,187,19,£200-500
578152,131.39999999999998,12,1,£100-200
578153,193.29,191,51,£100-200
578154,1.65,1,1,<£50
578155,176.94,73,51,£100-200
578171,392.40000000000003,207,16,£200-500
578174,219.23000000000002,111,11,£200-500
578187,500.52000000000004,770,31,£500-1K
578192,102.0,12,1,£100-200
578196,83.4,12,1,£50-100
578211,319.71,343,59,£200-500
578220,341.54,214,5,£200-500
578225,852.8100000000001,441,48,£500-1K
578229,273.35,109,21,£200-500
578230,354.0,144,2,£200-500
578231,286.8,66,24,£200-500
578232,85.0,1,1,£50-100
578233,2396.33,1699,212,>£1K
578234,298.24,130,17,£200-500
578243,1050.3200000000002,452,33,>£1K
578244,569.67,438,39,£500-1K
578246,116.46,162,6,£100-200
578247,138.6,217,17,£100-200
578248,437.12,306,38,£200-500
578249,457.2,120,1,£200-500
578250,130.53,56,50,£100-200
578251,417.05,361,78,£200-500
578252,530.16,228,5,£500-1K
578253,88.2,73,4,£50-100
578254,366.8,180,7,£200-500
578255,604.75,341,102,£500-1K
578256,69.6,48,1,£50-100
578258,338.63,261,60,£200-500
578260,378.90000000000003,172,17,£200-500
578261,792.94,210,10,£500-1K
578262,313.65,251,107,£200-500
578263,280.4,504,16,£200-500
578264,123.64,99,33,£100-200
578265,406.53000000000003,169,19,£200-500
578266,141.68,66,41,£100-200
578267,12.75,3,1,<£50
578268,5.45,1,1,<£50
578270,6936.5199999999995,1801,442,>£1K
578271,90.02,34,4,£50-100
578272,198.31,126,13,£100-200
578275,188.38,155,34,£100-200
578278,488.25,437,46,£200-500
578279,446.58,190,7,£200-500
578281,213.8,74,15,£200-500
578283,353.52,224,7,£200-500
578284,71.6,66,5,£50-100
578285,81.06,31,28,£50-100
578286,90.47999999999999,312,1,£50-100
578288,49.0,7,7,<£50
578289,904.52,400,136,£500-1K
578290,778.92,481,37,£500-1K
578291,54.900000000000006,22,2,£50-100
578292,708.76,425,72,£500-1K
578293,886.86,364,33,£500-1K
578294,91.45000000000002,31,5,£50-100
578296,94.80000000000001,24,2,£50-100
578297,446.28,228,9,£200-500
578299,426.09,223,10,£200-500
578301,380.64,188,14,£200-500
578302,718.89,243,38,£500-1K
578303,541.71,119,12,£500-1K
578304,407.4,124,5,£200-500
578305,10584.77,2111,132,>£1K
578306,236.34,150,11,£200-500
578307,353.03,276,53,£200-500
578308,34.29,27,14,<£50
578309,256.8,256,14,£200-500
578310,313.52,160,21,£200-500
578311,20.8,10,1,<£50
578312,229.26,90,8,£200-500
578313,130.13,51,7,£100-200
578314,332.55,132,8,£200-500
578315,319.33,167,19,£200-500
578316,302.44,241,18,£200-500
578317,710.6800000000001,394,38,£500-1K
578318,164.7,120,9,£100-200
578319,107.76,56,4,£100-200
578322,209.94,60,10,£200-500
578323,212.85,50,23,£200-500
578324,178.7,103,27,£100-200
578325,178.47,93,27,£100-200
578326,192.01,102,20,£100-200
578330,277.98,438,2,£200-500
578332,24.85,14,8,<£50
578334,82.8,64,6,£50-100
578335,417.56,244,26,£200-500
578341,279.35999999999996,384,2,£200-500
578343,83.0,60,3,£50-100
578344,6215.59,1603,622,>£1K
578345,264.6,252,3,£200-500
578346,264.6,252,3,£200-500
578347,5526.53,1514,606,>£1K
578349,465.35,375,25,£200-500
578350,306.35,205,14,£200-500
578351,163.2,64,2,£100-200
578352,129.5,50,6,£100-200
578353,184.2,108,7,£100-200
578354,468.52000000000004,232,23,£200-500
578356,197.28,132,3,£100-200
578357,188.49,258,18,£100-200
578358,2210.64,948,12,>£1K
578359,1074.0,600,6,>£1K
578361,122.64,93,8,£100-200
578362,1082.14,551,22,>£1K
578364,220.2,187,12,£200-500
578365,1092.1,794,12,>£1K
578366,298.85,135,19,£200-500
578369,136.65,59,20,£100-200
578370,166.0,83,31,£100-200
578372,37.239999999999995,8,2,<£50
578373,339.73,286,21,£200-500
578375,240.39000000000001,201,5,£200-500
578384,71.0,32,5,£50-100
578400,168.13,110,46,£100-200
578420,277.85,41,19,£200-500
578427,196.0,156,8,£100-200
578429,521.21,351,54,£500-1K
578433,474.16,248,9,£200-500
578441,285.35,103,3,£200-500
578445,188.76,191,30,£100-200
578451,69.6,48,1,£50-100
578461,193.75,43,11,£100-200
578468,220.62,346,18,£200-500
578470,237.74,102,13,£200-500
578479,191.01000000000002,95,38,£100-200
578480,317.5,242,12,£200-500
578485,810.76,516,33,£500-1K
578506,316.5,170,54,£200-500
578508,150.6,69,40,£100-200
578510,534.73,206,66,£500-1K
578511,247.62,104,27,£200-500
578512,435.88,232,5,£200-500
578513,1463.64,551,55,>£1K
578514,39.480000000000004,36,2,<£50
578515,153.76,102,40,£100-200
578516,619.84,796,38,£500-1K
578517,772.54,318,22,£500-1K
578518,110.57000000000001,73,29,£100-200
578519,373.5,220,91,£200-500
578520,203.58,176,23,£200-500
578521,203.38,85,43,£200-500
578522,170.31,151,55,£100-200
578523,150.76,150,16,£100-200
578526,215.76,98,13,£200-500
578530,301.14,138,10,£200-500
578531,250.26,205,67,£200-500
578532,289.62,180,18,£200-500
578533,271.2,128,21,£200-500
578534,415.25,221,32,£200-500
578535,52.739999999999995,58,3,£50-100
578544,314.58,94,16,£200-500
578548,253.60999999999999,168,52,£200-500
578551,677.83,486,60,£500-1K
578620,282.19,106,55,£200-500
578621,121.66000000000001,82,6,£100-200
578622,49.8,60,1,<£50
578623,158.42,90,7,£100-200
578627,312.0,150,10,£200-500
578630,170.52,120,3,£100-200
578631,189.8,30,8,£100-200
578633,290.32,260,22,£200-500
578634,112.38,98,7,£100-200
578653,462.0,248,24,£200-500
578661,392.76,268,13,£200-500
578662,159.23,41,23,£100-200
578663,93.78,102,6,£50-100
578664,247.06,214,47,£200-500
578665,427.08000000000004,208,11,£200-500
578666,1060.25,645,66,>£1K
578667,137.97,91,26,£100-200
578668,195.0,300,5,£100-200
578670,4.949999999999999,3,1,<£50
578671,66.0,40,1,£50-100
578672,40.199999999999996,60,3,<£50
578674,39.480000000000004,12,1,<£50
578675,738.96,416,38,£500-1K
578676,154.48000000000002,66,30,£100-200
578677,187.14000000000001,121,25,£100-200
578678,462.76,399,97,£200-500
578679,348.1,568,10,£200-500
578680,239.66000000000003,146,13,£200-500
578681,302.34,130,14,£200-500
578682,963.1800000000001,295,20,£500-1K
578683,151.38,70,5,£100-200
578684,35.400000000000006,12,2,<£50
578685,440.64,216,7,£200-500
578686,362.95,235,20,£200-500
578687,318.17,183,22,£200-500
578688,292.67,235,40,£200-500
578689,353.61,177,4,£200-500
578690,138.55,41,9,£100-200
578694,234.24,126,2,£200-500
578695,36.8,86,3,<£50
578696,721.34,336,32,£500-1K
578697,337.4,281,22,£200-500
578699,336.96,104,5,£200-500
578701,443.18,242,25,£200-500
578702,1245.81,707,56,>£1K
578703,261.11,201,47,£200-500
578704,408.0,160,2,£200-500
578707,376.02,231,70,£200-500
578708,56.6,21,2,£50-100
578719,177.61,175,38,£100-200
578745,37.800000000000004,18,1,<£50
578746,6778.7300000000005,1402,78,>£1K
578757,420.41,256,125,£200-500
578781,358.83,211,127,£200-500
578782,2.1,1,1,<£50
578783,364.13,380,37,£200-500
578785,345.9,186,4,£200-500
578786,196.85,125,21,£100-200
578787,232.65,86,12,£200-500
578788,12.46,4,2,<£50
578789,320.6,86,15,£200-500
578790,191.32,187,38,£100-200
578791,123.28999999999999,102,15,£100-200
578793,1909.6200000000001,528,10,>£1K
578794,208.04,110,17,£200-500
578795,308.86,234,13,£200-500
578802,107.0,92,4,£100-200
578804,102.3,114,8,£100-200
578805,396.14,312,20,£200-500
578806,543.4399999999999,396,22,£500-1K
578807,331.52,230,6,£200-500
578808,671.83,551,52,£500-1K
578809,460.86,281,30,£200-500
578810,208.70000000000002,56,7,£200-500
578812,350.9,179,21,£200-500
578813,100.9,22,3,£100-200
578814,266.1,207,87,£200-500
578815,308.64,105,19,£200-500
578816,397.35,256,5,£200-500
578817,275.62,128,68,£200-500
578818,136.04,74,31,£100-200
578819,790.06,508,11,£500-1K
578820,400.08000000000004,152,4,£200-500
578821,441.0,80,3,£200-500
578822,459.82,226,13,£200-500
578823,75.0,6,1,£50-100
578824,289.1,123,59,£200-500
578825,165.70000000000002,96,10,£100-200
578826,279.75,75,17,£200-500
578827,5078.0199999999995,1256,520,>£1K
578828,11.54,3,3,<£50
578829,54.81,37,17,£50-100
578830,182.15,53,9,£100-200
578831,408.0,160,2,£200-500
578833,7483.83,913,247,>£1K
578834,524.74,183,31,£500-1K
578836,156.09,117,23,£100-200
578842,12.3,11,10,<£50
578843,202.47,57,33,£200-500
578844,4688.19,1184,527,>£1K
578845,3.75,1,1,<£50
578846,365.33,299,49,£200-500
578847,4.25,1,1,<£50
578848,14.11,3,2,<£50
578849,187.9,52,17,£100-200
578850,223.79000000000002,172,31,£200-500
578851,332.16999999999996,215,21,£200-500
578852,400.62,271,107,£200-500
578853,116.78,47,11,£100-200
578854,388.42,186,13,£200-500
578855,148.85,66,9,£100-200
578856,707.8100000000001,290,40,£500-1K
578857,38.2,22,2,<£50
578858,758.3,790,82,£500-1K
578901,267.76,104,52,£200-500
578914,170.06,96,15,£100-200
578921,411.6,214,148,£200-500
578922,218.4,74,32,£200-500
578923,253.13,50,21,£200-500
578924,307.90999999999997,291,19,£200-500
578925,426.37,359,39,£200-500
578926,528.71,228,85,£500-1K
578927,424.57,187,48,£200-500
578928,687.86,437,75,£500-1K
578929,277.16,150,21,£200-500
578931,261.71,117,52,£200-500
578933,181.6,20,9,£100-200
578934,213.07,73,33,£200-500
578935,316.14,142,69,£200-500
578936,506.61,278,65,£500-1K
578937,440.98,225,22,£200-500
578938,25.200000000000003,12,1,<£50
578939,168.34,82,14,£100-200
578940,3310.12,635,71,>£1K
578941,251.24,398,64,£200-500
578942,555.99,301,109,£500-1K
578943,348.84000000000003,165,28,£200-500
578944,171.48,102,77,£100-200
578945,125.83,71,19,£100-200
578946,145.83,71,48,£100-200
578947,534.58,438,51,£500-1K
578948,209.5,66,9,£200-500
578949,336.17,127,85,£200-500
578950,190.19,167,64,£100-200
578951,499.23,277,8,£200-500
578952,156.05,145,14,£100-200
578953,208.71,144,38,£200-500
578954,133.68,87,47,£100-200
578977,464.77,283,59,£200-500
578992,118.24000000000001,36,20,£100-200
578993,244.86,182,54,£200-500
578995,599.62,589,100,£500-1K
578996,167.96,173,25,£100-200
578997,165.0,78,16,£100-200
578998,263.21,135,92,£200-500
578999,230.89,144,49,£200-500
579000,31.3,14,3,<£50
579001,470.9,460,100,£200-500
579002,442.85,406,105,£200-500
579003,231.95,166,10,£200-500
579005,391.32,204,3,£200-500
579006,128.88,72,1,£100-200
579007,163.68,96,2,£100-200
579008,389.28,166,4,£200-500
579009,39.0,12,1,<£50
579010,103.6,50,4,£100-200
579011,307.56,152,10,£200-500
579012,164.93,44,26,£100-200
579013,317.1,82,8,£200-500
579014,552.48,364,8,£500-1K
579015,42.96,24,1,<£50
579016,387.78,198,7,£200-500
579017,130.05,51,3,£100-200
579027,295.43,223,9,£200-500
579037,688.62,397,15,£500-1K
579039,154.4,110,9,£100-200
579062,291.95,151,16,£200-500
579067,163.55,55,8,£100-200
579087,305.38,255,17,£200-500
579089,111.11,58,32,£100-200
579091,809.12,576,51,£500-1K
579093,2123.92,1322,63,>£1K
579095,41.01,13,10,<£50
579096,350.92,172,11,£200-500
579097,512.81,193,11,£500-1K
579098,192.2,109,55,£100-200
579099,198.4,121,30,£100-200
579100,345.44,352,25,£200-500
579101,359.49,165,24,£200-500
579103,267.4,221,53,£200-500
579106,1080.48,424,26,>£1K
579107,16.5,10,1,<£50
579108,69.36,24,1,£50-100
579109,34.8,24,2,<£50
579116,193.03,128,33,£100-200
579121,91.06,69,4,£50-100
579122,309.82,366,6,£200-500
579123,139.6,128,4,£100-200
579124,507.08,409,91,£500-1K
579125,445.81,511,28,£200-500
579126,348.32000000000005,265,4,£200-500
579128,161.39999999999998,102,5,£100-200
579129,44.35,15,8,<£50
579130,163.01999999999998,62,4,£100-200
579131,566.76,422,27,£500-1K
579132,223.56,193,52,£200-500
579133,69.99,38,16,£50-100
579134,499.56,330,22,£200-500
579135,288.44,218,51,£200-500
579136,316.93,109,13,£200-500
579137,15.0,1,1,<£50
579138,313.14,544,15,£200-500
579139,286.08,192,1,£200-500
579141,276.68,169,76,£200-500
579142,283.0,210,36,£200-500
579143,265.24,152,15,£200-500
579144,485.96,342,21,£200-500
579145,718.05,459,52,£500-1K
579146,443.36,191,40,£200-500
579147,187.1,176,44,£100-200
579148,125.55,49,8,£100-200
579149,361.62,196,20,£200-500
579150,605.4,340,10,£500-1K
579151,139.92000000000002,96,2,£100-200
579154,218.96,116,32,£200-500
579155,113.42,63,28,£100-200
579156,304.94,86,13,£200-500
579157,213.3,200,15,£200-500
579158,309.12,140,13,£200-500
579159,152.43,105,9,£100-200
579160,58.4,60,4,£50-100
579161,404.66,663,83,£200-500
579162,300.02,136,30,£200-500
579163,730.08,432,4,£500-1K
579164,242.04000000000002,132,2,£200-500
579165,217.81,110,13,£200-500
579166,264.53000000000003,97,16,£200-500
579167,1201.49,540,164,>£1K
579168,546.04,727,43,£500-1K
579170,188.54000000000002,63,32,£100-200
579171,371.74,190,39,£200-500
579173,127.86,161,15,£100-200
579174,309.51,315,15,£200-500
579175,321.19,110,26,£200-500
579176,280.46,121,12,£200-500
579177,705.9000000000001,250,8,£500-1K
579179,71.09,26,7,£50-100
579180,621.6,344,4,£500-1K
579181,208.79999999999998,144,1,£200-500
579182,178.4,172,9,£100-200
579183,481.68,168,4,£200-500
579184,301.20000000000005,93,11,£200-500
579185,114.60000000000001,25,2,£100-200
579187,5333.5199999999995,1402,541,>£1K
579188,466.71999999999997,290,39,£200-500
579189,976.8000000000001,528,2,£500-1K
579191,216.0,600,1,£200-500
579194,206.32999999999998,153,11,£200-500
579196,8107.72,2106,533,>£1K
579245,136.0,16,1,£100-200
579249,1147.2,480,2,>£1K
579250,279.05,143,13,£200-500
579251,3821.36,1456,3,>£1K
579252,1034.4,432,2,>£1K
579253,230.39999999999998,96,1,£200-500
579254,301.32,209,19,£200-500
579255,194.82,91,14,£100-200
579256,247.32,225,16,£200-500
579257,336.40000000000003,136,3,£200-500
579258,301.29,187,20,£200-500
579260,257.4,143,8,£200-500
579261,313.8,286,19,£200-500
579262,93.84000000000002,60,2,£50-100
579263,29.88,18,2,<£50
579264,44.2,70,3,<£50
579265,58.56,48,2,£50-100
579267,1144.75,457,38,>£1K
579268,300.16,368,19,£200-500
579269,213.96,168,7,£200-500
579270,246.3,212,14,£200-500
579271,2586.6899999999996,649,10,>£1K
579273,306.36,267,17,£200-500
579274,301.25,158,20,£200-500
579278,197.10000000000002,34,6,£100-200
579279,351.52,158,9,£200-500
579280,107.9,18,6,£100-200
579282,127.76,58,7,£100-200
579283,931.7,532,48,£500-1K
579284,3337.44,1619,21,>£1K
579285,160.35,24,8,£100-200
579286,156.47,53,48,£100-200
579287,152.32,112,9,£100-200
579288,26.3,5,5,<£50
579289,7.0600000000000005,4,3,<£50
579291,4584.66,955,67,>£1K
579293,216.75,86,49,£200-500
579297,5402.23,662,238,>£1K
579300,374.9,308,13,£200-500
579301,293.15,167,88,£200-500
579307,447.74,158,14,£200-500
579328,164.57,139,10,£100-200
579332,308.22,162,8,£200-500
579339,337.28000000000003,148,5,£200-500
579350,807.68,515,17,£500-1K
579352,54.14,29,11,£50-100
579358,214.45000000000002,81,11,£200-500
579361,21.85,5,4,<£50
579364,194.54999999999998,73,5,£100-200
579365,12.48,6,1,<£50
579387,137.07,73,32,£100-200
579391,490.68,380,13,£200-500
579399,460.83,262,105,£200-500
579400,696.8000000000001,1024,7,£500-1K
579401,424.83000000000004,187,22,£200-500
579402,348.35,167,3,£200-500
579403,436.1,180,9,£200-500
579404,275.85,120,12,£200-500
579405,367.78000000000003,338,2,£200-500
579406,304.9,54,7,£200-500
579407,229.8,77,7,£200-500
579408,584.14,258,96,£500-1K
579409,6.95,1,1,<£50
579410,64.56,36,3,£50-100
579411,160.93,96,23,£100-200
579412,333.92,182,23,£200-500
579413,424.29,218,47,£200-500
579414,390.37,213,50,£200-500
579427,231.18,67,21,£200-500
579430,198.33,132,45,£100-200
579432,282.18,168,18,£200-500
579433,302.87,173,18,£200-500
579434,308.55,287,16,£200-500
579435,43.5,6,2,<£50
579436,37.92,48,1,<£50
579437,31.85,5,2,<£50
579439,298.48,120,7,£200-500
579440,471.98,202,23,£200-500
579442,262.8,88,15,£200-500
579443,69.65,35,14,£50-100
579444,395.97,217,20,£200-500
579445,183.6,72,3,£100-200
579446,528.48,368,32,£500-1K
579447,636.46,281,29,£500-1K
579448,4.68,12,1,<£50
579449,251.0,200,2,£200-500
579450,967.5,774,1,£500-1K
579451,237.60000000000002,48,1,£200-500
579452,225.0,36,1,£200-500
579453,108.74,90,9,£100-200
579454,70.81,157,7,£50-100
579455,318.8,221,19,£200-500
579456,218.47,156,74,£200-500
579457,316.70000000000005,152,7,£200-500
579458,339.21,168,126,£200-500
579459,321.9,99,4,£200-500
579461,1039.09,453,32,>£1K
579462,310.78,255,10,£200-500
579463,16.4,2,2,<£50
579464,179.7,104,10,£100-200
579465,220.85,114,35,£200-500
579466,306.0,72,2,£200-500
579467,287.51,109,15,£200-500
579468,239.71,77,34,£200-500
579469,179.0,100,1,£100-200
579470,1079.27,588,194,>£1K
579471,3063.88,404,166,>£1K
579472,287.88,180,126,£200-500
579473,392.06,279,24,£200-500
579489,129.15,27,10,£100-200
579491,322.07,184,64,£200-500
579493,344.62,220,18,£200-500
579494,30.0,24,1,<£50
579495,327.48,180,8,£200-500
579497,133.5,86,31,£100-200
579499,574.98,378,29,£500-1K
579501,2075.81,625,29,>£1K
579505,444.87,407,7,£200-500
579506,138.21,119,11,£100-200
